,Symbol,Description,Sector,MarketCap,Beta,PERatio,EPS,EVToRevenue,ROE,ProfitMargin,PriceToBook,AverageStockPrice
400,RMD,"ResMed is a San Diego, California-based medical equipment company. It primarily provides cloud-connectable medical devices for the treatment of sleep apnea (such as CPAP devices and masks), chronic obstructive pulmonary disease (COPD), and other respiratory conditions.",LIFE SCIENCES,38089115000.0,0.305,74.14,3.412,11.57,0.175,0.149,12.59,202.81
401,RHI,"Robert Half International, or commonly referred as, Robert Half, is a global human resource consulting firm based in Menlo Park, California.",TRADE & SERVICES,12196224000.0,1.562,23.01,4.678,1.973,0.418,0.0876,9.27,70.7
402,ROK,"Rockwell Automation, Inc. is an American provider of industrial automation and information technology. Its brands include Allen-Bradley and Factory Talk software.",LIFE SCIENCES,40667888000.0,1.373,29.51,11.58,6.34,0.665,0.19399999999999998,17.02,245.35
403,ROL,"Rollins, Inc. is a North American consumer and commercial services company.",TRADE & SERVICES,15701274000.0,0.574,46.35,0.7070000000000001,6.74,0.342,0.147,14.25,33.35
404,ROP,"Roper Technologies, Inc. (formerly Roper Industries, Inc.) is an American diversified industrial company that produces engineered products for global niche markets. The company is headquartered in Sarasota, Florida.",LIFE SCIENCES,49938661000.0,1.064,45.13,10.54,9.23,0.105,0.179,4.403,413.13
405,ROST,"Ross Stores, Inc., operating under the brand name Ross Dress for Less, is an American chain of discount department stores headquartered in Dublin, California.",TRADE & SERVICES,39876794000.0,1.022,24.2,4.465,2.221,0.455,0.0878,10.01,108.28
406,RCL,"Royal Caribbean Group, formerly known as Royal Caribbean Cruises Ltd., is an American global cruise holding company incorporated in Liberia and based in Miami, Florida, US.",ENERGY & TRANSPORTATION,19236633000.0,2.654,None,-21.58,64.05,-0.7120000000000001,0.0,2.974,75.13
407,SPGI,"S&P Global Inc. is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics.",TRADE & SERVICES,114154000000.0,0.985,40.56,11.6,13.98,0.748,0.34700000000000003,61.87,352.04
408,CRM,"Salesforce.com, Inc. is an American cloud-based software company headquartered in San Francisco, California. It provides customer relationship management (CRM) service and also provides a complementary suite of enterprise applications focused on customer service, marketing automation, analytics, and application development.",TECHNOLOGY,262040000000.0,1.095,139.13,1.818,10.67,0.0357,0.0696,4.593,220.74
409,SBAC,"SBA Communications Corporation is a real estate investment trust which owns and operates wireless infrastructure in the United States, Canada, Central America, South America, and South Africa.",REAL ESTATE & CONSTRUCTION,39044893000.0,0.284,144.24,2.6060000000000003,23.54,0.0,0.131,-,298.35
410,SLB,"Schlumberger Limited is an oilfield services company. Schlumberger has four principal executive offices located in Paris, Houston, London, and The Hague.",ENERGY & TRANSPORTATION,43467584000.0,2.308,24.89,1.1640000000000001,2.515,0.131,0.0744,3.253,25.1
411,STX,"Seagate Technology Holdings plc, an Irish public limited company (commonly referred to as Seagate) is an American data storage company.",TECHNOLOGY,23134101000.0,1.056,15.38,6.79,2.376,1.335,0.141,38.49,66.58
412,SEE,Sealed Air Corporation is a packaging company known for its brands: Cryovac food packaging and Bubble Wrap cushioning packaging.,LIFE SCIENCES,9645002000.0,1.29,21.28,3.037,2.457,603.94,0.0876,75.53,44.24
413,SRE,"Sempra Energy is a North American energy infrastructure company based in San Diego, California. Sempra Energy's focus is on electric and natural gas infrastructure. Its operating companies include: Southern California Gas Company (SoCalGas) and San Diego Gas & Electric (SDG&E) in Southern California; Oncor Electric Delivery Company (Oncor) in Texas; Sempra LNG; and IEnova, based in Mexico.",ENERGY & TRANSPORTATION,40488797000.0,0.677,36.39,3.486,5.47,0.0478,0.0955,1.71,130.07
414,NOW,"ServiceNow is an American software company based in Santa Clara, California that develops a cloud computing platform to help companies manage digital workflows for enterprise operations.",TECHNOLOGY,128753000000.0,1.019,564.28,1.091,23.13,0.071,0.0399,36.43,479.8
415,SHW,"Sherwin Williams Company is a Cleveland, Ohio based company in the paint and coating manufacturing industry. The company primarily engages in the manufacture, distribution, and sale of paints, coatings, floorcoverings, and related products to professional, industrial, commercial, and retail customers primarily in North and South America and Europe.",TRADE & SERVICES,90840494000.0,1.067,46.64,7.3,5.15,0.5710000000000001,0.1,33.77,236.98
416,SPG,"Simon Property Group, Inc. is a real estate investment trust that invests in shopping malls, outlet centers, and community/lifestyle centers. It is the largest owner of shopping malls in the United States and is headquartered in Indianapolis, Indiana.",REAL ESTATE & CONSTRUCTION,50088133000.0,1.523,24.4,6.18,15.4,0.696,0.41,15.01,102.17
417,SWKS,"Skyworks Solutions, Inc. is an American semiconductor company headquartered in Irvine, California, United States. Skyworks manufactures semiconductors for use in Radio Frequency (RF) and mobile communications systems.",MANUFACTURING,26872121000.0,1.113,16.91,8.97,5.53,0.317,0.293,5.07,148.9
418,SNA,"Snap-on Incorporated is an American designer, manufacturer and marketer of high-end tools and equipment for professional use in the transportation industry including the automotive, heavy duty, equipment, marine, aviation, and railroad industries.",MANUFACTURING,11682598000.0,1.225,14.29,14.65,2.663,0.214,0.17600000000000002,2.886,180.42
419,SO,"Southern Company is an American gas and electric utility holding company based in the southern United States. It is headquartered in Atlanta, Georgia, with executive offices also located in Birmingham, Alabama.",ENERGY & TRANSPORTATION,68972040000.0,0.481,23.86,2.801,5.42,0.0885,0.133,2.404,60.34
420,LUV,"Southwest Airlines Co., typically referred to as Southwest, is one of the major airlines of the United States and the world's largest low-cost carrier airline. It is headquartered in Dallas, Texas.",ENERGY & TRANSPORTATION,24842878000.0,1.122,None,-0.003,1.698,0.0001,0.0001,2.424,46.62
421,SWK,"Stanley Black & Decker, Inc., formerly known as The Stanley Works, is a Fortune 500 American manufacturer of industrial tools and household hardware and provider of security products. Headquartered in the greater Hartford city of New Britain, Connecticut, Stanley Black & Decker is the result of the merger of Stanley Works and Black & Decker on March 12, 2010.",MANUFACTURING,31719742000.0,1.383,16.63,11.05,2.13,0.168,0.106,3.002,169.75
422,SBUX,"Starbucks Corporation is an American multinational chain of coffeehouses and roastery reserves headquartered in Seattle, Washington. As the world's largest coffeehouse chain, Starbucks is seen to be the main representation of the United States' second wave of coffee culture.",TRADE & SERVICES,136948000000.0,0.811,30.69,3.54,5.3,0.0,0.14400000000000002,-,96.37
423,STT,State Street Corporation is an American financial services and bank holding company headquartered at One Lincoln Street in Boston with operations worldwide.,FINANCE,34189984000.0,1.607,13.53,6.79,-,0.0958,0.212,1.349,74.81
424,STE,Steris Corporation is an American Irish-domiciled medical equipment company specializing in sterilization and surgical products for the US healthcare system.,LIFE SCIENCES,22984286000.0,0.615,84.56,2.75,6.82,0.0488,0.065,3.517,181.66
425,SYK,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",LIFE SCIENCES,98157837000.0,0.99,50.57,4.968,6.49,0.14,0.114,6.92,226.43
426,SIVB,"Silicon Valley Bank, a subsidiary of SVB Financial Group, is a U.S.-based high-tech commercial bank.",FINANCE,41311229000.0,1.902,20.06,32.59,-,0.18600000000000003,0.32799999999999996,3.376,394.5
427,SYF,"Synchrony Financial is a consumer financial services company headquartered in Stamford, Connecticut, United States. The company offers consumer financing products, including credit, promotional financing and loyalty programs, installment lending to industries, and FDIC-insured consumer savings products through Synchrony Bank, its wholly owned online bank subsidiary.",FINANCE,26197297000.0,1.678,6.6,7.07,-,0.319,0.449,1.984,34.86
428,SNPS,"Synopsys is an American electronic design automation company that focuses on silicon design and verification, silicon intellectual property and software security and quality. Products include logic synthesis, behavioral synthesis, place and route, static timing analysis, formal verification, hardware description language (SystemC, SystemVerilog/Verilog, VHDL) simulators, and transistor-level circuit simulation.",TECHNOLOGY,55460485000.0,1.126,72.36,4.81,12.97,0.14800000000000002,0.18,10.47,228.15
429,SYY,"Sysco Corporation is an American multinational corporation involved in marketing and distributing food products, smallwares, kitchen equipment and tabletop items to restaurants, healthcare and educational facilities, hospitality businesses like hotels and inns, and wholesale to other companies that provide foodservice (like Aramark and Sodexo). The company is headquartered in the Energy Corridor district of Houston, Texas.",TRADE & SERVICES,37767393000.0,1.344,54.14,1.3319999999999999,0.851,0.451,0.0122,22.57,70.02
430,TMUS,"T-Mobile US, Inc., doing business under the global brand name T-Mobile, is an American wireless network operator. Its headquarters are located in Bellevue, Washington, in the Seattle metropolitan area and Overland Park, Kansas, in the Kansas City metropolitan area.",TECHNOLOGY,143354000000.0,0.522,45.04,2.66,3.061,0.0504,0.0421,2.095,116.45
431,TROW,"T. Rowe Price Group, Inc. is an American publicly owned global investment management firm that offers funds, advisory services, account management, and retirement plans and services for individuals, institutions, and financial intermediaries.",FINANCE,44089471000.0,1.216,14.57,13.27,5.48,0.37,0.42,5.34,156.88
432,TTWO,"Take-Two Interactive Software, Inc. is an American video game holding company based in New York City. The company owns two major publishing labels, Rockstar Games and 2K, which operate internal game development studios.",TECHNOLOGY,19093645000.0,0.614,36.34,4.836,5.05,0.177,0.16699999999999998,5.5,160.03
433,TPR,"Tapestry, Inc. is an American multinational luxury fashion holding company. It is based in New York City and is the parent company of three major brands: Coach New York, Kate Spade New York and Stuart Weitzman.",MANUFACTURING,11894417000.0,1.504,14.12,2.9219999999999997,2.248,0.292,0.13699999999999998,3.776,29.65
434,TGT,"Target Corporation is an American retail corporation. Their retail formats include the discount store Target, the hypermarket SuperTarget, and small-format stores previously named CityTarget and TargetExpress before being consolidated under the Target branding.",TRADE & SERVICES,114118000000.0,1.024,16.44,13.59,1.196,0.5,0.0656,8.27,174.79
435,TEL,"TE Connectivity is an American Swiss-domiciled technology company that designs and manufactures connectors and sensors for several industries, such as automotive, industrial equipment, data communication systems, aerospace, defense, medical, oil and gas, consumer electronics and energy.",TRADE & SERVICES,52327610000.0,1.335,23.04,6.79,3.708,0.223,0.151,4.921,112.82
436,TDY,Teledyne Technologies Incorporated is an American industrial conglomerate.,MANUFACTURING,20312264000.0,1.114,41.99,9.94,6.01,0.0796,0.10300000000000001,2.739,375.94
437,TFX,"Teleflex Incorporated, headquartered in Wayne, Pennsylvania, is an American provider of specialty medical devices for a range of procedures in critical care and surgery.",LIFE SCIENCES,15050814000.0,1.102,35.16,9.14,6.07,0.126,0.157,4.115,374.7
438,TER,"Teradyne, Inc. is an American automatic test equipment (ATE) designer and manufacturer based in North Reading, Massachusetts.",LIFE SCIENCES,26041573000.0,1.387,29.43,5.31,6.97,0.436,0.276,10.25,100.58
439,TSLA,"Tesla, Inc. is an American electric vehicle and clean energy company based in Palo Alto, California. Tesla's current products include electric cars, battery energy storage from home to grid-scale, solar panels and solar roof tiles, as well as other related products and services. In 2020, Tesla had the highest sales in the plug-in and battery electric passenger car segments, capturing 16% of the plug-in market (which includes plug-in hybrids) and 23% of the battery-electric (purely electric) market. Through its subsidiary Tesla Energy, the company develops and is a major installer of solar photovoltaic energy generation systems in the United States. Tesla Energy is also one of the largest global suppliers of battery energy storage systems, with 3 GWh of battery storage supplied in 2020.",MANUFACTURING,1021370000000.0,2.038,302.72,3.062,21.67,0.156,0.07400000000000001,37.75,497.81
440,TXN,"Texas Instruments Incorporated (TI) is an American technology company headquartered in Dallas, Texas, that designs and manufactures semiconductors and various integrated circuits, which it sells to electronics designers and manufacturers globally. It is one of the top 10 semiconductor companies worldwide based on sales volume.",MANUFACTURING,181011000000.0,0.932,23.92,7.79,10.18,0.715,0.41600000000000004,14.9,156.68
441,TXT,"Textron Inc. is an American industrial conglomerate based in Providence, Rhode Island. Textron's subsidiaries include Arctic Cat, Bell Textron, Textron Aviation (which itself includes the Beechcraft, Hawker, and Cessna brands), and Lycoming Engines.",MANUFACTURING,16622266000.0,1.739,21.79,3.4,1.431,0.132,0.0609,2.753,49.61
442,TMO,"Thermo Fisher Scientific is an American provisioner of scientific instrumentation, reagents and consumables, and software and services to healthcare, life science, and other laboratories in academia, government, and industry (including in the biotechnology and pharmaceutical sectors). Based in Waltham, Massachusetts, Thermo Fisher was created in 2006 by the merger of Thermo Electron and Fisher Scientific, to form a company with US$ 9 billion in combined revenues.",LIFE SCIENCES,253180000000.0,0.743,30.22,21.54,6.73,0.243,0.21899999999999997,6.54,444.56
443,TJX,"The TJX Companies, Inc. (abbreviated TJX) is an American multinational off-price department store corporation, headquartered in Framingham, Massachusetts.",TRADE & SERVICES,89143802000.0,0.946,34.16,2.167,2.085,0.444,0.0585,13.83,61.46
444,TSCO,"Tractor Supply Company (TSCO) is an American retail chain of stores that offers products for home improvement, agriculture, lawn and garden maintenance, livestock, equine and pet care.",TRADE & SERVICES,26667975000.0,0.903,28.98,7.82,2.394,0.46799999999999997,0.0742,13.2,149.67
445,TT,"Trane Technologies plc is an American Irish domiciled diversified industrial manufacturing company. It is headquartered near Dublin, Ireland.",LIFE SCIENCES,48147019000.0,1.223,34.94,5.56,3.655,0.214,0.0982,7.44,144.33
446,TDG,"TransDigm Group is a publicly traded aerospace manufacturing company headquartered in Cleveland, Ohio. TransDigm develops and manufactures engineered aerospace components.",MANUFACTURING,33442712000.0,1.575,56.17,10.39,10.14,-99999.99,0.142,-,548.86
447,TRV,"The Travelers Companies, Inc., commonly known as Travelers, is an American insurance company.",FINANCE,37946840000.0,0.776,11.08,14.28,1.299,0.129,0.106,1.333,134.67
448,TRMB,"Trimble Inc. is a Sunnyvale, California-based hardware, software and services technology company. Trimble services global industries in Agriculture, Building & Construction, Geospatial, Natural Resources and Utilities, Governments, Transportation and others. Trimble also does hardware development of Global Navigation Satellite System (GNSS) receivers, scanners, laser rangefinders, unmanned aerial vehicles (UAVs), inertial navigation systems and software processing tools.",LIFE SCIENCES,21609312000.0,1.55,38.88,2.197,6.33,0.154,0.157,5.57,61.8
449,TFC,"Truist Financial Corporation is an American bank holding company headquartered in Charlotte, North Carolina. Its bank operates 2,781 branches in 15 states and Washington, D.C., and offers consumer and commercial banking, securities brokerage, asset management, mortgage, and insurance products and services.",FINANCE,79279208000.0,1.284,13.48,4.238,-,0.0888,0.26899999999999996,1.274,49.14
450,TWTR,"Twitter is an American microblogging and social networking service on which users post and interact with messages known as tweets. The service is provided by Twitter, Inc., a corporation based in San Francisco, California.",TECHNOLOGY,36430226000.0,0.706,None,-0.228,7.18,-0.0242,-0.0377,5.08,48.55
451,TYL,"Tyler Technologies, Inc., based in Plano, Texas, is the largest provider of software to the United States public sector.",TECHNOLOGY,21106088000.0,0.691,131.16,3.825,15.46,0.0784,0.11199999999999999,9.59,399.14
452,TSN,"Tyson Foods, Inc. is an American multinational corporation based in Springdale, Arkansas, that operates in the food industry.",MANUFACTURING,30681746000.0,0.817,10.24,8.34,0.797,0.184,0.0648,1.731,69.99
453,UDR,"UDR Inc. is a publicly traded real estate investment trust that invests in apartments. The company is organized in Maryland with its headquarters in Highlands Ranch, Colorado.",REAL ESTATE & CONSTRUCTION,18050301000.0,0.726,322,0.18,19.13,0.0151,0.0462,5.91,43.28
454,ULTA,"Ulta Beauty, Inc., formerly known as Ulta Salon, Cosmetics & Fragrance Inc., is an American chain of beauty stores headquartered in Bolingbrook, Illinois. Ulta Beauty carries cosmetics and skincare brands, men's and women's fragrances, nail products, bath and body products, beauty tools and haircare products.",TRADE & SERVICES,21836949000.0,1.653,24.41,15.6,2.848,0.452,0.107,10.99,283.56
455,USB,"U.S. Bancorp is an American bank holding company based in Minneapolis, Minnesota, and incorporated in Delaware. The company provides banking, investment, mortgage, trust, and payment services products to individuals, businesses, governmental entities, and other financial institutions.",FINANCE,85661222000.0,1.101,11.18,4.9830000000000005,-,0.146,0.33399999999999996,1.793,48.13
456,UAA,"Under Armour, Inc. is an American sports equipment company that manufactures footwear, sports and casual apparel. Under Armour's global headquarters are located in Baltimore, Maryland.",MANUFACTURING,10342840000.0,1.275,22.12,0.945,1.911,0.252,0.0782,5.68,17.18
457,UA,"Under Armour, Inc. is an American sports equipment company that manufactures footwear, sports and casual apparel. Under Armour's global headquarters are located in Baltimore, Maryland.",MANUFACTURING,10342840000.0,1.275,18.74,0.945,1.911,0.252,0.0782,4.829,14.9
458,UNP,"The Union Pacific Corporation (Union Pacific) is a publicly traded railroad holding company. It was incorporated in Utah in 1969 and is headquartered in Omaha, Nebraska. It is the parent company of the current, Delaware-registered, form of the Union Pacific Railroad.",ENERGY & TRANSPORTATION,159729000000.0,1.187,26,9.34,8.93,0.39799999999999996,0.292,11.48,196.75
459,UAL,"United Airlines Holdings, Inc. (formerly known as United Continental Holdings, Inc., UAL Corporation, Allegis Corporation and founded originally as UAL, Inc.) is a publicly traded airline holding company headquartered in the Willis Tower in Chicago. UAH owns and operates United Airlines, Inc.",ENERGY & TRANSPORTATION,14263677000.0,1.476,None,-10.2,1.749,-0.517,-0.162,2.626,46.9
460,UNH,"UnitedHealth Group Incorporated is an American for-profit multinational managed healthcare and insurance company based in Minnetonka, Minnesota. It offers health care products and insurance services. In 2020, it was the second-largest healthcare company (behind CVS Health) by revenue with $257.1 billion, and the largest insurance company by net premiums. UnitedHealthcare revenues comprise 80% of the Group's overall revenue.",FINANCE,450422000000.0,0.843,30.24,16.11,1.707,0.22,0.0552,6.41,344.44
461,UPS,United Parcel Service is an American multinational shipping & receiving and supply chain management company founded in 1907.,ENERGY & TRANSPORTATION,181746000000.0,1.118,28.09,7.36,2.084,0.73,0.0683,15.09,156.92
462,URI,"United Rentals, Inc. (NYSE: URI) is the world's largest equipment rental company, with about 13 percent of the North American market share as of 2019.",TRADE & SERVICES,25179508000.0,1.913,20.1,16.53,3.859,0.249,0.13,4.592,235.35
463,UHS,"UnitedHealth Group Incorporated is an American for-profit multinational managed healthcare and insurance company based in Minnetonka, Minnesota. It offers health care products and insurance services.",LIFE SCIENCES,10320397000.0,1.156,10.29,12.42,1.14,0.171,0.0852,1.645,128.0
464,VLO,"Valero Energy Corporation is a Fortune 500 international manufacturer and marketer of transportation fuels, other petrochemical products, and power. It is headquartered in San Antonio, Texas, United States.",ENERGY & TRANSPORTATION,28966003000.0,2.09,None,-1.088,0.419,-0.0068,-0.0049,1.657,65.13
465,VTR,"Ventas, Inc. is a real estate investment trust specializing in the ownership and management of health care facilities in the United States, Canada and the United Kingdom.",REAL ESTATE & CONSTRUCTION,19308138000.0,1.248,93.57,0.529,8.43,0.0189,0.0533,1.743,48.29
466,VRSN,"Verisign Inc. is an American company based in Reston, Virginia, United States that operates a diverse array of network infrastructure, including two of the Internet's thirteen root nameservers. Verisign also offers a range of security services, including managed DNS, distributed denial-of-service (DDoS) attack mitigation and cyber-threat reporting.",TECHNOLOGY,27180893000.0,0.848,44.63,5.42,21.24,0.0,0.46799999999999997,-,207.85
467,VRSK,"Verisk Analytics, Inc. is an American data analytics and risk assessment firm based in Jersey City, New Jersey, with customers in insurance, natural resources, financial services, government, and risk management sectors. The company uses proprietary data sets and industry expertise to provide predictive analytics and decision support consultations in areas including fraud prevention, actuarial science, insurance coverage, fire protection, catastrophe and weather risk, and data management.",TECHNOLOGY,36528837000.0,0.757,51.9,4.28,13.45,0.272,0.23800000000000002,13.46,180.21
468,VZ,"Verizon Communications Inc. is an American multinational telecommunications conglomerate and a corporate component of the Dow Jones Industrial Average. The company is headquartered at 1095 Avenue of the Americas in Midtown Manhattan, New York City, but is incorporated in Delaware.",TECHNOLOGY,210686000000.0,0.412,9.99,5.32,2.822,0.312,0.16399999999999998,2.735,56.9
469,VRTX,"Vertex Pharmaceuticals, Inc. is an American biopharmaceutical company based in Boston, Massachusetts.",LIFE SCIENCES,52899658000.0,0.595,25.73,8.34,6.57,0.24600000000000002,0.305,5.55,229.09
470,VFC,"VF Corporation is an American worldwide apparel and footwear company founded in 1899 and headquartered in Denver, Colorado. The company's more than 30 brands are organized into three categories: Outdoor, Active and Work.",MANUFACTURING,29843597000.0,1.48,22.75,3.12,3.227,0.308,0.11199999999999999,8.29,74.79
471,VIAC,"ViacomCBS Inc. is an American diversified multinational mass media and entertainment conglomerate formed through the merger of the second incarnation of CBS Corporation and the second incarnation of Viacom on December 4, 2019, which were split from the first incarnation of Viacom in 2006.",TECHNOLOGY,20356365000.0,1.613,5.77,5.12,1.266,0.175,0.12,0.983,35.83
472,VTRS,"Viatris Inc. is an American global healthcare company headquartered in Canonsburg, Pennsylvania.",LIFE SCIENCES,15359296000.0,1.431,None,-1.715,2.222,-0.114,-0.11199999999999999,0.727,15.09
473,V,"Visa Inc. is an American multinational financial services corporation headquartered in Foster City, California, United States. It facilitates electronic funds transfers throughout the world, most commonly through Visa-branded credit cards, debit cards and prepaid cards. Visa is one of the world's most valuable companies.",TRADE & SERVICES,463891000000.0,0.951,37.65,5.63,19.47,0.33399999999999996,0.511,13.44,207.72
474,VNO,"Vornado Realty Trust is a real estate investment trust formed in Maryland, with its primary office in New York City. The company invests in office buildings and street retail in Manhattan.",REAL ESTATE & CONSTRUCTION,8058269000.0,1.283,None,-0.627,9.67,-0.0044,-0.0281,1.576,43.2
475,VMC,"Vulcan Materials Company (NYSE: VMC) is an American company based in Birmingham, Alabama. It is principally engaged in the production, distribution and sale of construction materials.",ENERGY & TRANSPORTATION,27265575000.0,0.631,42.21,4.85,6.18,0.105,0.126,4.243,149.48
476,WRB,"W. R. Berkley Corporation is a commercial lines property & casualty insurance holding company organized in Delaware and based in Greenwich, Connecticut.",FINANCE,14297277000.0,0.843,14.45,5.57,1.685,0.165,0.113,2.151,68.09
477,WAB,"Wabtec Corporation (derived from Westinghouse Air Brake Technologies Corporation) is an American company formed by the merger of the Westinghouse Air Brake Company (WABCO) and MotivePower Industries Corporation in 1999. It is headquartered in Pittsburgh, Pennsylvania.",MANUFACTURING,16989503000.0,1.632,36.93,2.4090000000000003,2.651,0.0453,0.0586,1.673,73.42
478,WMT,"Walmart Inc. is an American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores from the United States, headquartered in Bentonville, Arkansas. It also owns and operates Sam's Club retail warehouses.",TRADE & SERVICES,391200000000.0,0.524,48.86,2.84,0.756,0.0931,0.013999999999999999,4.755,135.05
479,WBA,"Walgreens Boots Alliance, Inc. is an American pharmaceuticals holding company headquartered in Deerfield, Illinois. It owns the pharmacy chains Walgreens and Boots, as well as several pharmaceutical manufacturing, wholesale, and distribution companies.",TRADE & SERVICES,42765271000.0,0.508,16.69,2.9330000000000003,0.566,0.0864,0.0192,1.826,46.37
480,DIS,"The Walt Disney Company, commonly known as Disney, is an American diversified multinational mass media and entertainment conglomerate headquartered at the Walt Disney Studios complex in Burbank, California.",TRADE & SERVICES,277574000000.0,1.189,135.98,1.094,4.735,0.0254,0.0296,3.135,151.04
481,WM,"Waste Management, Inc. is an American waste management, comprehensive waste, and environmental services company in North America. Founded in 1968, the company is headquartered 800 Capitol in Houston, Texas.",ENERGY & TRANSPORTATION,68905070000.0,0.83,39.15,4.12,4.725,0.244,0.10099999999999999,9.61,123.82
482,WAT,"Waters Corporation is a publicly traded Analytical Laboratory instrument and software company headquartered in Milford, Massachusetts.",LIFE SCIENCES,20810926000.0,0.84,31.21,11.16,7.99,547.95,0.254,70.49,265.95
483,WEC,"WEC Energy Group, based in Milwaukee, Wisconsin, provides electricity and natural gas to 4.4 million customers across four states.",ENERGY & TRANSPORTATION,29486820000.0,0.23,23.2,4.15,5.49,0.121,0.163,2.703,92.91
484,WFC,"Wells Fargo & Company is an American multinational financial services company with corporate headquarters in San Francisco, California, operational headquarters in Manhattan, and managerial offices throughout the United States and overseas.",FINANCE,200159000000.0,1.314,11.44,4.192,-,0.107,0.24100000000000002,1.186,36.54
485,WELL,Welltower Inc. is a real estate investment trust that invests in healthcare infrastructure.,REAL ESTATE & CONSTRUCTION,36001556000.0,1.007,80.39,1.035,11.02,0.0261,0.0969,2.135,68.3
486,WST,"West Pharmaceutical Services, Inc. is a designer and manufacturer of injectable pharmaceutical packaging and delivery systems. The company is headquartered in Exton, Pennsylvania.",MANUFACTURING,31970583000.0,0.969,55.79,8.06,11.79,0.312,0.22899999999999998,14.52,285.63
487,WDC,"Western Digital Corporation (WDC, commonly known as Western Digital or WD) is an American computer hard disk drive manufacturer and data storage company, headquartered in San Jose, California. It designs, manufactures and sells data technology products, including storage devices, data center systems and cloud storage services.",TECHNOLOGY,18033618000.0,1.524,11.89,4.78,1.289,0.142,0.0826,1.587,54.6
488,WU,"The Western Union Company is an American worldwide financial services and communications company, headquartered in Denver, Colorado.",TRADE & SERVICES,7320541000.0,0.947,8.83,1.969,1.813,373.7,0.161,19.86,22.6
489,WRK,"WestRock is an American corrugated packaging company headquartered in Sandy Springs, Georgia.",MANUFACTURING,11559367000.0,1.194,14.04,3.13,1.038,0.0754,0.0447,0.991,41.96
490,WY,"Weyerhaeuser Company is an American timberland company which owns nearly 12,400,000 acres of timberlands in the U.S. and manages an additional 14,000,000 acres timberlands under long-term licenses in Canada. The company also manufactures wood products. Weyerhaeuser is a real estate investment trust.",REAL ESTATE & CONSTRUCTION,29976781000.0,1.741,11.97,3.3110000000000004,3.273,0.263,0.247,2.891,30.55
491,WHR,"The Whirlpool Corporation is an American multinational manufacturer and marketer of home appliances, headquartered in Benton Charter Township, Michigan, United States.",MANUFACTURING,13972732000.0,1.75,7.35,31.35,0.782,0.428,0.0906,2.815,181.32
492,WMB,"The Williams Companies, Inc., is an American energy company based in Tulsa, Oklahoma. Its core business is natural gas processing and transportation, with additional petroleum and electricity generation assets.",ENERGY & TRANSPORTATION,32368394000.0,1.463,31.45,0.82,5.51,0.0736,0.102,2.9,22.25
493,WLTW,"Willis Towers Watson Public Limited Company is a British multinational risk management, insurance brokerage and advisory company.",FINANCE,29129167000.0,0.767,13.19,17.65,2.232,0.21,0.237,2.557,214.31
494,WYNN,"Wynn Resorts, Limited is an American publicly traded corporation based in Paradise, Nevada that is a developer and operator of high end hotels and casinos.",REAL ESTATE & CONSTRUCTION,10129319000.0,2.42,None,-7.59,5.73,-5.61,-0.249,12.01,101.08
495,XEL,"Xcel Energy Inc. is a utility holding company based in Minneapolis, Minnesota, serving more than 3.7 million electric customers and 2.1 million natural gas customers in Minnesota, Michigan, Wisconsin, North Dakota, South Dakota, Colorado, Texas, and New Mexico as of 2019. It consists of four operating subsidiaries: Northern States Power-Minnesota, Northern States Power-Wisconsin, Public Service Company of Colorado, and Southwestern Public Service Co.",ENERGY & TRANSPORTATION,35827312000.0,0.368,22.91,2.924,4.603,0.10800000000000001,0.121,2.362,66.44
496,XLNX,"Xilinx, Inc. is an American technology company that is primarily a supplier of programmable logic devices. The company invented the field-programmable gate array (FPGA).",MANUFACTURING,53834669000.0,0.988,62.17,3.219,14.96,0.27399999999999997,0.231,15.85,121.17
497,XYL,"Xylem Inc. is a large American water technology provider, in public utility, residential, commercial, agricultural and industrial settings.",TECHNOLOGY,22143943000.0,1.042,45.43,2.549,4.464,0.155,0.0881,7.16,96.65
498,YUM,"Yum! Brands, Inc. is an American fast food corporation listed on the Fortune 1000. Yum! operates the brands KFC, Pizza Hut, Taco Bell, The Habit Burger Grill, and WingStreet worldwide, except in China, where the brands are operated by a separate company, Yum China.",TRADE & SERVICES,39241728000.0,1.064,25.48,5.18,7.69,-99999.99,0.245,-,105.0
499,ZBRA,"Zebra Technologies Corporation is an American company that manufactures and sells marking, tracking, and computer printing technologies. Its products include thermal barcode label and receipt printers, RFID smart label printers/encoders/fixed & handheld readers/antennas, and card and kiosk printers that are used for barcode labeling, personal identification, and specialty printing, principally in the manufacturing, supply chain, retail, healthcare, and government sectors.",TECHNOLOGY,32842468000.0,1.552,37.52,15.68,6.15,0.35600000000000004,0.154,11.66,378.53
500,ZBH,"Zimmer Biomet is a publicly traded medical device company. The company is headquartered in Warsaw, Indiana, where it is part of the medical devices business cluster.",LIFE SCIENCES,26006958000.0,1.247,30.88,3.9139999999999997,4.135,0.0667,0.10400000000000001,2.046,144.4
